"gameid"	"time"	"roundNum"	"trialType"	"condition"	"nameClickedObj"	"targetStatusClickedObj"	"spLocsClickedObj"	"lisLocsClickedObj"	"basiclevelClickedObj"	"superdomainClickedObj"	"alt1Name"	"alt1TargetStatus"	"alt1SpLocs"	"alt1LisLocs"	"alt1Basiclevel"	"alt1superdomain"	"alt2Name"	"alt2TargetStatus"	"alt2SpLocs"	"alt2LisLocs"	"alt2Basiclevel"	"alt2superdomain"	"speakerMessages"	"listenerMessages"	"messageTimeStamps"	"refExp"	"clickedType"	"sub"	"basic"	"super"	"moreThanOneLevelMentioned"	"automaticallyLabelledTrial"	"manualAdditionTrial"	"additionalAttrMentioned"	"onlyAttrMentioned"	"onlySubAttr"	"onlyBasicAttr"	"onlySuperAttr"	"onlyOtherAttr"	"oneMentioned"	"theMentioned"	"fullSentence"	"noLevelMentioned"	"subAllAttr"	"basicAllAttr"	"superAllAttr"	"X"	"X.1"	"X.2"	"X.3"	"X.4"	"X.5"	"X.6"	"X.7"
"164"	"8691-5"	1455301320022	62	"subSuperTrial"	"basic23"	"tulip"	"target"	4	2	"flower"	"plant"	"ivy"	"distractor"	3	3	NA	"plant"	"lamp"	"distractor"	2	4	NA	"furniture"	"tulip"	""	"1455301318660"	"tulip"	"tulip"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"233"	"5664-b"	1455301379684	51	"subSuperTrial"	"basic22"	"tulip"	"target"	3	3	"flower"	"plant"	"pottedPlant"	"distractor"	4	4	NA	"plant"	"grasses"	"distractor"	2	2	NA	"plant"	"rose"	""	"1455301377209"	"rose"	"tulip"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"322"	"1749-c"	1455301092650	16	"subSuperTrial"	"basic12"	"tulip"	"target"	3	4	"flower"	"plant"	"pottedPlant"	"distractor"	2	3	NA	"plant"	"lily"	"distractor"	4	2	"flower"	"plant"	"red rose"	""	"1455301090869"	"red rose"	"tulip"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"428"	"4855-c"	1455301166272	9	"subSuperTrial"	"basic12"	"tulip"	"target"	3	2	"flower"	"plant"	"pottedPlant"	"distractor"	4	4	NA	"plant"	"lily"	"distractor"	2	3	"flower"	"plant"	"red rose"	""	"1455301164977"	"red rose"	"tulip"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"479"	"4886-d"	1455301363807	42	"subSuperTrial"	"basic23"	"tulip"	"target"	3	3	"flower"	"plant"	"pottedPlant"	"distractor"	2	4	NA	"plant"	"kitten"	"distractor"	4	2	NA	"animal"	"rodse___rose"	""	"1455301362333___1455301364107"	"rodse"	"tulip"	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"592"	"5222-f"	1455301609209	50	"subSuperTrial"	"basic23"	"tulip"	"target"	2	2	"flower"	"plant"	"lobster"	"distractor"	3	4	NA	"animal"	"pottedPlant"	"distractor"	4	3	NA	"plant"	"rose"	""	"1455301607274"	"rose"	"tulip"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"608"	"8691-9"	1455301354682	10	"subSuperTrial"	"basic33"	"tulip"	"target"	3	3	"flower"	"plant"	"popcorn"	"distractor"	4	2	NA	"snack"	"pig"	"distractor"	2	4	NA	"animal"	"tulip"	""	"1455301353004"	"tulip"	"tulip"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"692"	"3084-5"	1455301420545	2	"subSuperTrial"	"basic23"	"tulip"	"target"	4	4	"flower"	"plant"	"grasses"	"distractor"	3	2	NA	"plant"	"train"	"distractor"	2	3	NA	"vehicle"	"red tulip"	""	"1455301406833"	"Hey there the object is a yellow flower"	"tulip"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"798"	"5611-0"	1455301823210	71	"subSuperTrial"	"basic23"	"tulip"	"target"	3	3	"flower"	"plant"	"cookies"	"distractor"	4	2	NA	"snack"	"rosemary"	"distractor"	2	4	NA	"plant"	"rose"	""	"1455301822387"	"rose"	"tulip"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
"802"	"4205-4"	1455301554268	12	"subSuperTrial"	"basic23"	"tulip"	"target"	3	4	"flower"	"plant"	"grasses"	"distractor"	2	3	NA	"plant"	"motorcycle"	"distractor"	4	2	NA	"vehicle"	"red rose"	""	"1455301553082"	"red rose"	"tulip"	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
